phase,frame,turningRadius,rearBodyPosX,rearBodyPosY,rearBodyHeading,centerOfRotationX,centerOfRotationY,jointAngle
FORWARD.MOVING.DESTEERING,94,17.8792,1.02133,0.316728,0.229197,-0.8122,17.6743,-0.257591
FORWARD.MOVING.DESTEERING,95,18.3001,1.03264,0.320811,0.230959,-0.91958,18.0832,-0.251824
FORWARD.MOVING.DESTEERING,96,18.7404,1.04394,0.324918,0.232716,-1.03241,18.5107,-0.246058
FORWARD.MOVING.DESTEERING,97,19.2016,1.05524,0.329056,0.234471,-1.15115,18.9583,-0.240291
FORWARD.MOVING.DESTEERING,98,19.6851,1.06651,0.333227,0.236221,-1.27614,19.4274,-0.234525
FORWARD.MOVING.DESTEERING,99,20.1926,1.07777,0.337436,0.237966,-1.40791,19.9195,-0.22876
FORWARD.MOVING.DESTEERING,100,20.726,1.08901,0.341684,0.239705,-1.5469,20.4365,-0.222997
FORWARD.MOVING.DESTEERING,101,21.287,1.10022,0.345971,0.241436,-1.69362,20.9801,-0.217236
FORWARD.MOVING.DESTEERING,102,21.8782,1.11141,0.350296,0.243161,-1.84877,21.5527,-0.211476
FORWARD.MOVING.DESTEERING,103,22.5018,1.12258,0.354657,0.244875,-2.01292,22.1565,-0.20572
FORWARD.MOVING.DESTEERING,104,23.1607,1.13373,0.359051,0.246583,-2.18693,22.7942,-0.199966
FORWARD.MOVING.DESTEERING,105,23.8579,1.14484,0.363473,0.24828,-2.37155,23.4687,-0.194215
FORWARD.MOVING.DESTEERING,106,24.5971,1.15594,0.367918,0.249969,-2.56783,24.1835,-0.188466
FORWARD.MOVING.DESTEERING,107,25.382,1.16702,0.372379,0.251646,-2.77675,24.9423,-0.182721
FORWARD.MOVING.DESTEERING,108,26.2171,1.17808,0.376852,0.253313,-2.99956,25.7494,-0.176977
FORWARD.MOVING.DESTEERING,109,27.1073,1.18913,0.38133,0.254969,-3.23756,26.6093,-0.171238
FORWARD.MOVING.DESTEERING,110,28.0588,1.20017,0.385808,0.25661,-3.49239,27.5283,-0.165498
FORWARD.MOVING.DESTEERING,111,29.0778,1.21121,0.390283,0.258242,-3.76589,28.512,-0.159761
FORWARD.MOVING.DESTEERING,112,30.171,1.22224,0.394755,0.259857,-4.05969,29.5671,-0.154031
FORWARD.MOVING.DESTEERING,113,31.3476,1.23328,0.399216,0.26146,-4.37645,30.7025,-0.148303
FORWARD.MOVING.DESTEERING,114,32.6176,1.24431,0.403665,0.263048,-4.71883,31.9275,-0.142578
FORWARD.MOVING.DESTEERING,115,33.993,1.25536,0.408093,0.264625,-5.09021,33.2539,-0.136855
FORWARD.MOVING.DESTEERING,116,35.4855,1.26641,0.412515,0.266178,-5.49342,34.6929,-0.131142
FORWARD.MOVING.DESTEERING,117,37.114,1.27748,0.416913,0.267722,-5.93407,36.2626,-0.125426
FORWARD.MOVING.DESTEERING,118,38.8949,1.28856,0.421305,0.26924,-6.41612,37.9789,-0.119718
FORWARD.MOVING.DESTEERING,119,40.8535,1.29965,0.425674,0.270744,-6.94687,39.8662,-0.11401
FORWARD.MOVING.DESTEERING,120,43.0148,1.31076,0.430042,0.272219,-7.53257,41.9485,-0.10831
FORWARD.MOVING.DESTEERING,121,45.4158,1.32188,0.434392,0.273683,-8.18399,44.2612,-0.10261
FORWARD.MOVING.DESTEERING,122,48.0942,1.33301,0.438745,0.275117,-8.91067,46.8409,-0.0969189
FORWARD.MOVING.DESTEERING,123,51.106,1.34416,0.443094,0.276531,-9.72823,49.7413,-0.0912277
FORWARD.MOVING.DESTEERING,124,54.5112,1.35532,0.447448,0.277919,-10.6528,53.0204,-0.0855468
FORWARD.MOVING.DESTEERING,125,58.3942,1.3665,0.451806,0.279283,-11.7075,56.7591,-0.079874
FORWARD.MOVING.DESTEERING,126,62.8556,1.37769,0.456175,0.280616,-12.9193,61.0544,-0.0742181
FORWARD.MOVING.DESTEERING,127,68.0357,1.3889,0.460557,0.281922,-14.3267,66.0413,-0.0685788
FORWARD.MOVING.DESTEERING,128,74.1073,1.40011,0.464956,0.283198,-15.9765,71.8861,-0.0629699
FORWARD.MOVING.DESTEERING,129,81.3087,1.41135,0.469365,0.284444,-17.9338,78.8179,-0.0574008
FORWARD.MOVING.DESTEERING,130,89.9459,1.4226,0.473794,0.28565,-20.2814,87.1315,-0.0518953
FORWARD.MOVING.DESTEERING,131,100.437,1.43387,0.478239,0.286809,-23.1328,97.2289,-0.0464798
FORWARD.MOVING.DESTEERING,132,113.34,1.44518,0.482699,0.287916,-26.6395,109.648,-0.0411923
FORWARD.MOVING.DESTEERING,133,129.391,1.45654,0.48717,0.288957,-31.001,125.096,-0.0360855
FORWARD.MOVING.DESTEERING,134,149.524,1.46796,0.49165,0.289918,-36.4703,144.473,-0.0312288
FORWARD.MOVING.DESTEERING,135,174.902,1.47946,0.496134,0.290778,-43.3616,168.898,-0.026699
FORWARD.MOVING.DESTEERING,136,206.82,1.49108,0.500615,0.291521,-52.0238,199.619,-0.0225795
FORWARD.MOVING.DESTEERING,137,246.53,1.50282,0.505084,0.292131,-62.7925,237.842,-0.0189431
FORWARD.MOVING.DESTEERING,138,294.871,1.51471,0.509525,0.292598,-75.8891,284.374,-0.015838
FORWARD.MOVING.DESTEERING,139,351.742,1.52675,0.513925,0.292926,-91.2795,339.123,-0.0132774
FORWARD.MOVING.DESTEERING,140,415.584,1.53896,0.518264,0.293125,-108.533,400.588,-0.0112379
FORWARD.MOVING.DESTEERING,141,483.37,1.55132,0.522524,0.293215,-126.823,465.858,-0.009662
FORWARD.MOVING.DESTEERING,142,555.157,1.56383,0.526589,0.293259,-146.179,534.985,-0.00841265
FORWARD.MOVING.DESTEERING,143,631.244,1.57647,0.530394,0.293293,-166.692,608.253,-0.00739866
FORWARD.MOVING.DESTEERING,144,706.732,1.58924,0.53393,0.293324,-187.047,680.944,-0.00660841
FORWARD.MOVING.DESTEERING,145,774.959,1.60212,0.537232,0.293354,-205.446,746.642,-0.00602662
FORWARD.MOVING.DESTEERING,146,831.87,1.61507,0.540355,0.293383,-220.795,801.444,-0.00561433
FORWARD.MOVING.DESTEERING,147,866.251,1.62808,0.543364,0.293415,-230.075,834.55,-0.0053915
FORWARD.MOVING.DESTEERING,148,889.093,1.64111,0.546322,0.293445,-236.242,856.545,-0.00525299
FORWARD.MOVING.DESTEERING,149,899.494,1.65412,0.549325,0.293473,-239.053,866.559,-0.00519225
FORWARD.MOVING.DESTEERING,150,898.188,1.66711,0.552428,0.2935,-238.707,865.301,-0.0051998
FORWARD.MOVING.DESTEERING,151,902.245,1.68007,0.555645,0.293528,-239.809,869.206,-0.00517642
FORWARD.MOVING.DESTEERING,152,910.649,1.69297,0.559004,0.293556,-242.085,877.296,-0.00512865
FORWARD.MOVING.DESTEERING,153,916.376,1.70582,0.562522,0.293584,-243.639,882.808,-0.0050966
FORWARD.MOVING.DESTEERING,154,917.098,1.71861,0.566209,0.293611,-243.844,883.501,-0.00509259
FORWARD.MOVING.DESTEERING,155,926.767,1.73135,0.570059,0.293636,-246.463,892.809,-0.00503946
FORWARD.MOVING.DESTEERING,156,931.758,1.74404,0.574084,0.293663,-247.821,897.611,-0.00501247
FORWARD.MOVING.STEERING,1,957599,0,1.36E-20,-1.03E-07,-13.0205,-957599,4.92E-06
FORWARD.MOVING.STEERING,2,1.16E+06,0.0132455,-1.16E-06,-3.48E-07,-16.0584,-1.16E+06,4.06E-06
FORWARD.MOVING.STEERING,3,1259.74,0.026495,-4.14E-05,-0.00102998,1.13131,1259.74,-0.00370745
FORWARD.MOVING.STEERING,4,544.322,0.0397582,-0.000510659,-0.00226434,1.06869,544.32,-0.00858011
FORWARD.MOVING.STEERING,5,335.825,0.0530452,-0.00140964,-0.00351757,1.02818,335.822,-0.0139067
FORWARD.MOVING.STEERING,6,240.772,0.066356,-0.00272154,-0.00472487,0.997375,240.766,-0.0193961
FORWARD.MOVING.STEERING,7,187.23,0.0796892,-0.00441891,-0.00585989,0.970538,187.222,-0.0249415
FORWARD.MOVING.STEERING,8,153.051,0.0930436,-0.00645337,-0.00691956,0.946382,153.041,-0.0305094
FORWARD.MOVING.STEERING,9,129.377,0.106419,-0.00876164,-0.0079057,0.924217,129.364,-0.0360893
FORWARD.MOVING.STEERING,10,112.013,0.119814,-0.0112698,-0.00882808,0.904345,111.997,-0.0416801
FORWARD.MOVING.STEERING,11,98.7306,0.133231,-0.0138991,-0.00969416,0.886647,98.7116,-0.0472823
FORWARD.MOVING.STEERING,12,88.2401,0.14667,-0.0165705,-0.0105139,0.871254,88.2179,-0.0528973
FORWARD.MOVING.STEERING,13,79.7427,0.160131,-0.0192063,-0.0112992,0.858414,79.7173,-0.0585264
FORWARD.MOVING.STEERING,14,72.7184,0.173617,-0.0217275,-0.0120613,0.848249,72.69,-0.0641706
FORWARD.MOVING.STEERING,15,66.8163,0.187127,-0.024075,-0.0128007,0.840145,66.7852,-0.0698279
FORWARD.MOVING.STEERING,16,61.7873,0.200664,-0.0261937,-0.01353,0.834408,61.7537,-0.0754983
FORWARD.MOVING.STEERING,17,57.4518,0.214228,-0.0280512,-0.0142521,0.830709,57.416,-0.0811806
FORWARD.MOVING.STEERING,18,53.6752,0.227823,-0.0296198,-0.014972,0.828928,53.6377,-0.086875
FORWARD.MOVING.STEERING,19,50.3552,0.241449,-0.0308855,-0.015701,0.829281,50.3162,-0.0925831
FORWARD.MOVING.STEERING,20,47.4162,0.255108,-0.0318564,-0.0164304,0.831043,47.3761,-0.0982992
FORWARD.MOVING.STEERING,21,44.7963,0.268804,-0.0325498,-0.0171684,0.834358,44.7555,-0.104023
FORWARD.MOVING.STEERING,22,42.4462,0.282536,-0.0329879,-0.0179145,0.838984,42.4048,-0.109754
FORWARD.MOVING.STEERING,23,40.3273,0.296308,-0.0332095,-0.0186637,0.844564,40.2857,-0.11549
FORWARD.MOVING.STEERING,24,38.4064,0.31012,-0.0332494,-0.0194196,0.851116,38.3647,-0.121232
FORWARD.MOVING.STEERING,25,36.6589,0.323976,-0.0331743,-0.0201668,0.857981,36.6173,-0.126972
FORWARD.MOVING.STEERING,26,35.0605,0.337879,-0.0330218,-0.0209137,0.865414,35.019,-0.13272
FORWARD.MOVING.STEERING,27,33.5943,0.351829,-0.0328534,-0.0216506,0.873066,33.5529,-0.138467
FORWARD.MOVING.STEERING,28,32.2433,0.365831,-0.0327057,-0.0223839,0.881114,32.202,-0.144219
FORWARD.MOVING.STEERING,29,30.9964,0.379887,-0.0326379,-0.0231001,0.889152,30.955,-0.149968
FORWARD.MOVING.STEERING,30,29.84,0.394,-0.0326912,-0.023797,0.897085,29.7985,-0.155722
FORWARD.MOVING.STEERING,31,28.7655,0.408173,-0.0328958,-0.0244779,0.905057,28.7237,-0.161477
FORWARD.MOVING.STEERING,32,27.7639,0.422408,-0.0332773,-0.0251421,0.913047,27.7216,-0.167235
FORWARD.MOVING.STEERING,33,26.8282,0.43671,-0.0338502,-0.0257898,0.921075,26.7852,-0.172997
FORWARD.MOVING.STEERING,34,25.9508,0.451065,-0.0346075,-0.0264301,0.929346,25.9069,-0.178769
FORWARD.MOVING.STEERING,35,25.127,0.46545,-0.0355476,-0.0270584,0.937704,25.0821,-0.184548
FORWARD.MOVING.STEERING,36,24.352,0.479861,-0.0366575,-0.0276786,0.946232,24.3058,-0.190335
FORWARD.MOVING.STEERING,37,23.6217,0.4943,-0.0379208,-0.0282931,0.954982,23.5741,-0.196126
FORWARD.MOVING.STEERING,38,22.9324,0.508764,-0.0393153,-0.0289044,0.96399,22.8833,-0.201923
FORWARD.MOVING.STEERING,39,22.2809,0.523252,-0.0408147,-0.0295152,0.973293,22.2301,-0.207724
FORWARD.MOVING.STEERING,40,21.664,0.537762,-0.0423902,-0.0301271,0.982899,21.6115,-0.213528
FORWARD.MOVING.STEERING,41,21.0793,0.552293,-0.044012,-0.0307432,0.992849,21.025,-0.219334
FORWARD.MOVING.STEERING,42,20.5242,0.566847,-0.0456505,-0.0313655,1.00316,20.4681,-0.225143
FORWARD.MOVING.STEERING,43,19.9967,0.581421,-0.0472775,-0.0319954,1.01382,19.9388,-0.230952
FORWARD.MOVING.STEERING,44,19.4949,0.596016,-0.0488675,-0.032634,1.02484,19.4352,-0.236761
FORWARD.MOVING.STEERING,45,19.0169,0.610632,-0.0503985,-0.0332815,1.03619,18.9555,-0.242568
FORWARD.MOVING.STEERING,46,18.5613,0.625268,-0.0518524,-0.0339377,1.04785,18.4983,-0.248372
FORWARD.MOVING.STEERING,47,18.1264,0.639923,-0.0532159,-0.0346018,1.05978,18.0619,-0.254172
FORWARD.MOVING.STEERING,48,17.7112,0.654596,-0.0544807,-0.0352724,1.07194,17.6452,-0.259967
FORWARD.MOVING.STEERING,49,17.3141,0.669285,-0.055643,-0.0359472,1.08428,17.2469,-0.265755
FORWARD.MOVING.STEERING,50,16.9343,0.683986,-0.0567041,-0.0366237,1.09674,16.8658,-0.271537
FORWARD.MOVING.STEERING,51,16.5705,0.698695,-0.057669,-0.0372989,1.10927,16.5009,-0.27731
FORWARD.MOVING.STEERING,52,16.2218,0.713409,-0.0585468,-0.0379704,1.12181,16.1512,-0.283075
FORWARD.MOVING.STEERING,53,15.8874,0.728121,-0.0593491,-0.0386335,1.13429,15.8158,-0.28883
FORWARD.MOVING.STEERING,54,15.5662,0.742825,-0.0600889,-0.0392826,1.14662,15.4938,-0.294578
FORWARD.MOVING.STEERING,55,15.2576,0.757518,-0.0607843,-0.0399197,1.15884,15.1843,-0.300316
FORWARD.MOVING.STEERING,56,14.9609,0.772191,-0.0614487,-0.0405334,1.17078,14.8868,-0.306044
FORWARD.MOVING.STEERING,57,14.6752,0.786839,-0.0621017,-0.0411286,1.18252,14.6004,-0.311765
FORWARD.MOVING.STEERING,58,14.4,0.801456,-0.0627569,-0.0416968,1.19394,14.3245,-0.317476
FORWARD.MOVING.STEERING,59,14.1347,0.816037,-0.063429,-0.0422369,1.20503,14.0584,-0.323181
FORWARD.MOVING.STEERING,60,13.8787,0.83058,-0.0641303,-0.042746,1.21578,13.8017,-0.328878
FORWARD.MOVING.STEERING,61,13.6315,0.845079,-0.0648701,-0.0432215,1.22615,13.5537,-0.334567
FORWARD.MOVING.STEERING,62,13.3927,0.859534,-0.0656557,-0.0436621,1.23614,13.3141,-0.340252
FORWARD.MOVING.STEERING,63,13.1617,0.873942,-0.066491,-0.0440676,1.24577,13.0822,-0.345932
FORWARD.MOVING.STEERING,64,12.9381,0.888303,-0.0673767,-0.0444359,1.25502,12.8577,-0.351608
FORWARD.MOVING.STEERING,65,12.7215,0.902616,-0.0683105,-0.0447664,1.2639,12.6403,-0.357282
FORWARD.MOVING.STEERING,66,12.5115,0.916884,-0.0692887,-0.0450631,1.27248,12.4293,-0.362955
FORWARD.MOVING.STEERING,67,12.3079,0.931106,-0.0703029,-0.0453235,1.28072,12.2247,-0.368627
FORWARD.MOVING.STEERING,68,12.1102,0.945288,-0.0713452,-0.0455498,1.28869,12.0261,-0.3743
FORWARD.MOVING.STEERING,69,11.9182,0.959428,-0.0724032,-0.0457427,1.29639,11.8331,-0.379974
FORWARD.MOVING.STEERING,70,11.7316,0.973529,-0.0734662,-0.0459068,1.30389,11.6456,-0.38565
FORWARD.MOVING.STEERING,71,11.5502,0.987598,-0.0745225,-0.046042,1.3112,11.4632,-0.39133
FORWARD.MOVING.STEERING,72,11.3736,1.00163,-0.0755594,-0.0461502,1.31835,11.2858,-0.397013
FORWARD.MOVING.STEERING,73,11.2018,1.01564,-0.0765648,-0.0462357,1.32539,11.113,-0.402701
FORWARD.MOVING.STEERING,74,11.0345,1.02962,-0.0775285,-0.0462988,1.33233,10.9449,-0.408393
FORWARD.MOVING.STEERING,75,10.8714,1.04357,-0.078442,-0.0463426,1.33922,10.7811,-0.414089
FORWARD.MOVING.STEERING,76,10.7125,1.0575,-0.0792897,-0.046372,1.3461,10.6215,-0.41979
FORWARD.MOVING.STEERING,77,10.5577,1.07142,-0.0800764,-0.0463825,1.35295,10.466,-0.425492
FORWARD.MOVING.STEERING,78,10.4061,1.08532,-0.0807781,-0.0463881,1.35987,10.3139,-0.43122
FORWARD.MOVING.STEERING,79,10.2576,1.09922,-0.0813724,-0.0463965,1.36695,10.1649,-0.436981
FORWARD.MOVING.STEERING,80,10.1123,1.11313,-0.0818702,-0.0464029,1.37416,10.0193,-0.442759
FORWARD.MOVING.STEERING,81,9.97027,1.12704,-0.0822766,-0.0464074,1.3815,9.87704,-0.448549
FORWARD.MOVING.STEERING,82,9.83154,1.14094,-0.0826068,-0.0464085,1.38895,9.73813,-0.454348
FORWARD.MOVING.STEERING,83,9.69601,1.15485,-0.0828738,-0.0464062,1.39652,9.6025,-0.460153
FORWARD.MOVING.STEERING,84,9.56348,1.16877,-0.0830903,-0.0464011,1.4042,9.46991,-0.465967
FORWARD.MOVING.STEERING,85,9.43393,1.18268,-0.083274,-0.0463918,1.41199,9.34034,-0.471788
FORWARD.MOVING.STEERING,86,9.3073,1.1966,-0.0834438,-0.0463771,1.41986,9.21369,-0.477613
FORWARD.MOVING.STEERING,87,9.18348,1.21052,-0.0836161,-0.0463568,1.42782,9.08985,-0.483442
FORWARD.MOVING.STEERING,88,9.06238,1.22445,-0.0838078,-0.0463293,1.43586,8.96871,-0.489276
FORWARD.MOVING.STEERING,89,8.94393,1.23837,-0.0840342,-0.0462943,1.44395,8.85019,-0.495112
FORWARD.MOVING.STEERING,90,8.82804,1.25229,-0.0843088,-0.0462506,1.4521,8.73417,-0.500952
FORWARD.MOVING.STEERING,91,8.71462,1.26621,-0.0846415,-0.0461982,1.4603,8.62057,-0.506794
FORWARD.MOVING.STEERING,92,8.60361,1.28013,-0.0850414,-0.0461364,1.46854,8.5093,-0.512638
FORWARD.MOVING.STEERING,93,8.49493,1.29403,-0.0855148,-0.0460639,1.4768,8.4003,-0.518483
FORWARD.MOVING.STEERING,94,8.38853,1.30794,-0.0860647,-0.0459808,1.4851,8.2935,-0.524329
FORWARD.MOVING.STEERING,95,8.28432,1.32183,-0.0866923,-0.0458868,1.49342,8.18881,-0.530176
FORWARD.MOVING.STEERING,96,8.18227,1.33571,-0.0873974,-0.0457806,1.50175,8.0862,-0.536022
FORWARD.MOVING.STEERING,97,8.08229,1.34958,-0.088174,-0.0456647,1.5101,7.98559,-0.541867
FORWARD.MOVING.STEERING,98,7.98434,1.36344,-0.0890175,-0.0455371,1.51847,7.88694,-0.547711
FORWARD.MOVING.STEERING,99,7.88836,1.37728,-0.0899216,-0.0453965,1.52685,7.79021,-0.553552
FORWARD.MOVING.STEERING,100,7.79429,1.39111,-0.0908724,-0.0452458,1.53524,7.69533,-0.559392
FORWARD.MOVING.STEERING,101,7.70206,1.40491,-0.091862,-0.045084,1.54363,7.60227,-0.565229
FORWARD.MOVING.STEERING,102,7.61162,1.4187,-0.09288,-0.0449117,1.55204,7.51095,-0.571064
FORWARD.MOVING.STEERING,103,7.52296,1.43247,-0.0939175,-0.0447262,1.56044,7.42141,-0.576894
FORWARD.MOVING.STEERING,104,7.436,1.44622,-0.0949619,-0.0445251,1.56882,7.33355,-0.58272
FORWARD.MOVING.STEERING,105,7.35066,1.45995,-0.0960034,-0.0443182,1.57724,7.24731,-0.588545
FORWARD.MOVING.STEERING,106,7.26693,1.47365,-0.0970329,-0.0440971,1.58563,7.16271,-0.594364
FORWARD.MOVING.STEERING,107,7.18466,1.48733,-0.0980433,-0.0438632,1.59401,7.07958,-0.600188
FORWARD.MOVING.STEERING,108,7.10402,1.50098,-0.0990237,-0.0436258,1.60245,6.99811,-0.605998
FORWARD.MOVING.STEERING,109,7.02464,1.51462,-0.099967,-0.0433708,1.61083,6.91794,-0.61182
FORWARD.MOVING.STEERING,110,6.9465,1.52824,-0.10085,-0.0431148,1.61928,6.83906,-0.617651
FORWARD.MOVING.STEERING,111,6.86982,1.54183,-0.101682,-0.0428483,1.62774,6.7617,-0.623474
FORWARD.MOVING.STEERING,112,6.79435,1.5554,-0.102467,-0.0425629,1.63613,6.6856,-0.629303
FORWARD.MOVING.STEERING,113,6.72013,1.56895,-0.103187,-0.0422761,1.6446,6.61081,-0.635134
FORWARD.MOVING.STEERING,114,6.64689,1.58249,-0.103839,-0.0419822,1.65308,6.53707,-0.640985
FORWARD.MOVING.STEERING,115,6.57463,1.59602,-0.104416,-0.0416842,1.6616,6.46438,-0.646854
FORWARD.MOVING.STEERING,116,6.50353,1.60952,-0.104937,-0.041377,1.67014,6.39291,-0.652725
FORWARD.MOVING.STEERING,117,6.43347,1.62301,-0.1054,-0.0410576,1.67866,6.32254,-0.658606
FORWARD.MOVING.STEERING,118,6.36444,1.63649,-0.105819,-0.0407287,1.6872,6.25324,-0.664494
FORWARD.MOVING.STEERING,119,6.29653,1.64993,-0.106211,-0.0403861,1.69571,6.18508,-0.67038
FORWARD.MOVING.STEERING,120,6.22974,1.66335,-0.106593,-0.0400239,1.70416,6.11807,-0.67626
FORWARD.MOVING.STEERING,121,6.16406,1.67674,-0.10698,-0.0396397,1.71254,6.05215,-0.682135
FORWARD.MOVING.STEERING,122,6.09947,1.6901,-0.107384,-0.0392309,1.72084,5.9873,-0.688003
FORWARD.MOVING.STEERING,123,6.03593,1.70342,-0.107817,-0.0388003,1.72906,5.92348,-0.693863
FORWARD.MOVING.STEERING,124,5.97344,1.7167,-0.108287,-0.0383428,1.73718,5.86067,-0.699714
FORWARD.MOVING.STEERING,125,5.91202,1.72994,-0.108796,-0.0378539,1.74517,5.7989,-0.705551
FORWARD.MOVING.STEERING,126,5.85161,1.74313,-0.109348,-0.0373385,1.75306,5.73809,-0.711377
FORWARD.MOVING.STEERING,127,5.7923,1.75627,-0.10994,-0.0367952,1.76084,5.67835,-0.71718
FORWARD.MOVING.STEERING,128,5.73411,1.76935,-0.110567,-0.0362213,1.76849,5.6197,-0.722956
FORWARD.MOVING.STEERING,129,5.67715,1.78237,-0.111224,-0.0356175,1.77603,5.56224,-0.72869
FORWARD.MOVING.STEERING,130,5.62156,1.79533,-0.111896,-0.0349735,1.78339,5.50614,-0.734363
FORWARD.MOVING.STEERING,131,5.56743,1.80821,-0.112552,-0.0342985,1.79063,5.45151,-0.739963
FORWARD.MOVING.STEERING,132,5.51462,1.82103,-0.11313,-0.0335978,1.79778,5.39829,-0.745498
FORWARD.MOVING.STEERING,133,5.46342,1.83381,-0.113565,-0.0328763,1.8049,5.34681,-0.750935
FORWARD.MOVING.STEERING,134,5.41509,1.84648,-0.113888,-0.0320797,1.81166,5.29832,-0.756131
FORWARD.MOVING.STEERING,135,5.37063,1.85897,-0.114133,-0.0311787,1.81788,5.2538,-0.760966
FORWARD.MOVING.STEERING,136,5.33099,1.87123,-0.114352,-0.0301321,1.82331,5.21414,-0.765322
FORWARD.MOVING.STEERING,137,5.29687,1.88322,-0.114595,-0.0289092,1.82778,5.17999,-0.769106
FORWARD.MOVING.STEERING,138,5.26859,1.89492,-0.114909,-0.0274924,1.83117,5.15162,-0.772268
FORWARD.MOVING.STEERING,139,5.24607,1.90632,-0.115333,-0.0258828,1.8335,5.12891,-0.774802
FORWARD.MOVING.STEERING,140,5.22882,1.91747,-0.115889,-0.0240986,1.83485,5.11134,-0.776752
FORWARD.MOVING.STEERING,141,5.21548,1.92845,-0.116525,-0.0221986,1.8356,5.0976,-0.778266
FORWARD.MOVING.STEERING,142,5.20549,1.93938,-0.1172,-0.0202184,1.836,5.08716,-0.779404
FORWARD.MOVING.STEERING,143,5.19804,1.95029,-0.117869,-0.0181792,1.83616,5.07924,-0.780254
REVERSE.STOPPED.STEERING,1,367845,-3.47E-18,3.39E-21,-1.41E-08,7.19056,-367845,1.27E-05
REVERSE.STOPPED.STEERING,2,370051,1.60E-05,-1.75E-06,-2.71E-08,7.22432,-370051,1.27E-05
REVERSE.STOPPED.STEERING,3,1218.15,-0.000312409,0.000169889,-0.00114105,1.39362,1218.15,-0.00383404
REVERSE.STOPPED.STEERING,4,513.774,-0.00151012,0.00043935,-0.00273366,1.42063,513.773,-0.00909024
REVERSE.STOPPED.STEERING,5,312.601,-0.0038587,0.000827604,-0.00451609,1.42951,312.598,-0.0149398
REVERSE.STOPPED.STEERING,6,223.812,-0.00709264,0.00110788,-0.00625922,1.41685,223.809,-0.0208656
REVERSE.STOPPED.STEERING,7,175.349,-0.0107727,0.000981615,-0.00780048,1.3802,175.345,-0.0266309
REVERSE.STOPPED.STEERING,8,144.406,-0.0148676,0.000463968,-0.00919759,1.33631,144.4,-0.0323351
REVERSE.STOPPED.STEERING,9,122.756,-0.0193295,-0.000362201,-0.0105258,1.29601,122.749,-0.0380345
REVERSE.STOPPED.STEERING,10,106.607,-0.0241871,-0.00131109,-0.0119027,1.26906,106.598,-0.043792
REVERSE.STOPPED.STEERING,11,94.1819,-0.0294383,-0.00235098,-0.0133027,1.24933,94.1712,-0.0495636
REVERSE.STOPPED.STEERING,12,84.1915,-0.03463,-0.00329284,-0.0147738,1.23672,84.1788,-0.0554379
REVERSE.STOPPED.STEERING,13,75.9887,-0.0399581,-0.00401311,-0.0162901,1.22662,75.9742,-0.0614133
REVERSE.STOPPED.STEERING,14,69.4935,-0.045647,-0.00500113,-0.0175145,1.20031,69.4775,-0.0671429
REVERSE.STOPPED.STEERING,15,64.0701,-0.0515207,-0.00610991,-0.0186317,1.17089,64.0524,-0.0728144
REVERSE.STOPPED.STEERING,16,59.4332,-0.0575062,-0.00727479,-0.019711,1.1426,59.414,-0.0784812
REVERSE.STOPPED.STEERING,17,55.4211,-0.0635703,-0.00848339,-0.0207548,1.11528,55.4002,-0.0841465
REVERSE.STOPPED.STEERING,18,51.9134,-0.0697002,-0.00972772,-0.021765,1.08878,51.8909,-0.0898137
REVERSE.STOPPED.STEERING,19,48.8174,-0.0758821,-0.0109856,-0.0227494,1.06329,48.7932,-0.0954887
REVERSE.STOPPED.STEERING,20,46.0599,-0.0821137,-0.0122341,-0.0237221,1.03914,46.0342,-0.101182
REVERSE.STOPPED.STEERING,21,43.5919,-0.0883941,-0.0134611,-0.024681,1.01611,43.5646,-0.106884
REVERSE.STOPPED.STEERING,22,41.3661,-0.0947236,-0.0146398,-0.025636,0.994338,41.3373,-0.112605
REVERSE.STOPPED.STEERING,23,39.3513,-0.101101,-0.0157634,-0.0265893,0.973771,39.321,-0.118338
REVERSE.STOPPED.STEERING,24,37.5165,-0.107521,-0.0168159,-0.0275486,0.954482,37.4848,-0.124089
REVERSE.STOPPED.STEERING,25,35.8395,-0.113973,-0.017791,-0.028524,0.936693,35.8065,-0.129855
REVERSE.STOPPED.STEERING,26,34.3019,-0.120446,-0.018696,-0.0295095,0.920039,34.2676,-0.135633
REVERSE.STOPPED.STEERING,27,32.8867,-0.126921,-0.0195247,-0.0305172,0.904814,32.8512,-0.141422
REVERSE.STOPPED.STEERING,28,31.58,-0.133375,-0.0202951,-0.0315419,0.8907,31.5434,-0.147221
REVERSE.STOPPED.STEERING,29,30.3701,-0.139781,-0.0210071,-0.0325968,0.878034,30.3324,-0.15303
REVERSE.STOPPED.STEERING,30,29.248,-0.146121,-0.0216883,-0.0336662,0.866251,29.2091,-0.158841
REVERSE.STOPPED.STEERING,31,28.2034,-0.152377,-0.0223334,-0.0347508,0.855289,28.1635,-0.164659
REVERSE.STOPPED.STEERING,32,27.2296,-0.158542,-0.0229555,-0.0358375,0.844759,27.1887,-0.170478
REVERSE.STOPPED.STEERING,33,26.319,-0.164609,-0.0235495,-0.0369307,0.834733,26.277,-0.176301
REVERSE.STOPPED.STEERING,34,25.4667,-0.170574,-0.024136,-0.0380145,0.824811,25.4237,-0.182121
REVERSE.STOPPED.STEERING,35,24.6664,-0.176434,-0.0247112,-0.0390961,0.815142,24.6224,-0.187945
