phase,frame,turningRadius,rearBodyPosX,rearBodyPosY,rearBodyHeading,centerOfRotationX,centerOfRotationY,jointAngle
REVERSE.STOPPED.STEERING,36,23.914,-0.18219,-0.0252829,-0.0401752,0.805727,23.869,-0.193767
REVERSE.STOPPED.STEERING,37,23.2055,-0.187843,-0.0258593,-0.0412516,0.796553,23.1595,-0.199586
REVERSE.STOPPED.STEERING,38,22.537,-0.193397,-0.0264484,-0.042325,0.787587,22.49,-0.205405
REVERSE.STOPPED.STEERING,39,21.9051,-0.198855,-0.0270444,-0.0434082,0.779097,21.8571,-0.211221
REVERSE.STOPPED.STEERING,40,21.3073,-0.204224,-0.0276644,-0.0444953,0.77093,21.2582,-0.217033
REVERSE.STOPPED.STEERING,41,20.741,-0.209508,-0.0283116,-0.0455919,0.763175,20.6907,-0.222839
REVERSE.STOPPED.STEERING,42,20.2032,-0.214712,-0.0289842,-0.0467075,0.755978,20.1519,-0.228643
REVERSE.STOPPED.STEERING,43,19.6918,-0.219843,-0.0296793,-0.0478502,0.749452,19.6392,-0.234447
REVERSE.STOPPED.STEERING,44,19.2047,-0.224948,-0.0303889,-0.0490235,0.743554,19.151,-0.240253
REVERSE.STOPPED.STEERING,45,18.7401,-0.230056,-0.0311037,-0.0502345,0.738336,18.685,-0.246062
REVERSE.STOPPED.STEERING,46,18.2965,-0.235181,-0.0318238,-0.0514862,0.733798,18.2401,-0.251873
REVERSE.STOPPED.STEERING,47,17.8726,-0.240336,-0.0325507,-0.0527795,0.729893,17.8149,-0.257684
REVERSE.STOPPED.STEERING,48,17.4671,-0.245529,-0.0332872,-0.0541149,0.726576,17.408,-0.263496
REVERSE.STOPPED.STEERING,49,17.0788,-0.25077,-0.0340366,-0.0554914,0.723782,17.0183,-0.269308
REVERSE.STOPPED.STEERING,50,16.7067,-0.256062,-0.0348032,-0.0569071,0.721433,16.6446,-0.275121
REVERSE.STOPPED.STEERING,51,16.3498,-0.26141,-0.0355887,-0.0583529,0.719355,16.2862,-0.280931
REVERSE.STOPPED.STEERING,52,16.0076,-0.266813,-0.0363907,-0.0598091,0.717229,15.9424,-0.286735
REVERSE.STOPPED.STEERING,53,15.6788,-0.272271,-0.0372134,-0.0612758,0.715045,15.612,-0.292537
REVERSE.STOPPED.STEERING,54,15.3626,-0.277779,-0.038061,-0.0627542,0.712812,15.2941,-0.298338
REVERSE.STOPPED.STEERING,55,15.0582,-0.283335,-0.0389371,-0.0642444,0.710533,14.988,-0.304141
REVERSE.STOPPED.STEERING,56,14.765,-0.288933,-0.0398442,-0.065747,0.708223,14.693,-0.309944
REVERSE.STOPPED.STEERING,57,14.4823,-0.294568,-0.0407838,-0.067262,0.705885,14.4085,-0.315747
REVERSE.STOPPED.STEERING,58,14.2095,-0.30023,-0.0417567,-0.0687896,0.703526,14.134,-0.321552
REVERSE.STOPPED.STEERING,59,13.9462,-0.305913,-0.0427624,-0.0703301,0.701162,13.8688,-0.327356
REVERSE.STOPPED.STEERING,60,13.6919,-0.311606,-0.0437995,-0.0718836,0.698798,13.6126,-0.33316
REVERSE.STOPPED.STEERING,61,13.4461,-0.317299,-0.0448657,-0.0734502,0.696447,13.3648,-0.338964
REVERSE.STOPPED.STEERING,62,13.2084,-0.322984,-0.0459575,-0.0750301,0.694118,13.1251,-0.344767
REVERSE.STOPPED.STEERING,63,12.9784,-0.328651,-0.0470708,-0.0766237,0.691823,12.8931,-0.350571
REVERSE.STOPPED.STEERING,64,12.7557,-0.334289,-0.0482008,-0.0782312,0.689571,12.6683,-0.356374
REVERSE.STOPPED.STEERING,65,12.54,-0.339892,-0.0493426,-0.0798527,0.687373,12.4505,-0.362175
REVERSE.STOPPED.STEERING,66,12.3309,-0.345451,-0.0504903,-0.0814881,0.68523,12.2393,-0.367976
REVERSE.STOPPED.STEERING,67,12.1282,-0.350961,-0.051638,-0.0831377,0.683151,12.0345,-0.373776
REVERSE.STOPPED.STEERING,68,11.9315,-0.356416,-0.0527804,-0.0848013,0.681139,11.8357,-0.379574
REVERSE.STOPPED.STEERING,69,11.7407,-0.361814,-0.0539119,-0.0864787,0.679189,11.6427,-0.385372
REVERSE.STOPPED.STEERING,70,11.5553,-0.367152,-0.0550278,-0.0881696,0.677303,11.4552,-0.391167
REVERSE.STOPPED.STEERING,71,11.3753,-0.372429,-0.0561241,-0.0898735,0.675472,11.273,-0.39696
REVERSE.STOPPED.STEERING,72,11.2003,-0.377647,-0.057197,-0.0915901,0.673693,11.096,-0.402751
REVERSE.STOPPED.STEERING,73,11.0302,-0.382808,-0.0582442,-0.0933183,0.671949,10.9238,-0.40854
REVERSE.STOPPED.STEERING,74,10.8648,-0.387916,-0.0592635,-0.0950579,0.670236,10.7562,-0.414325
REVERSE.STOPPED.STEERING,75,10.7038,-0.392975,-0.0602545,-0.0968078,0.668538,10.5932,-0.420108
REVERSE.STOPPED.STEERING,76,10.5471,-0.397992,-0.0612177,-0.0985668,0.666837,10.4345,-0.425887
REVERSE.STOPPED.STEERING,77,10.3946,-0.402972,-0.0621538,-0.100334,0.665118,10.28,-0.431663
REVERSE.STOPPED.STEERING,78,10.246,-0.407923,-0.0630649,-0.102109,0.663364,10.1294,-0.437435
REVERSE.STOPPED.STEERING,79,10.1012,-0.412853,-0.0639536,-0.10389,0.661568,9.98264,-0.443204
REVERSE.STOPPED.STEERING,80,9.96012,-0.417768,-0.0648234,-0.105677,0.659708,9.83956,-0.448969
REVERSE.STOPPED.STEERING,81,9.8225,-0.42268,-0.065677,-0.107468,0.657763,9.69998,-0.454731
REVERSE.STOPPED.STEERING,82,9.68828,-0.427594,-0.0665185,-0.109261,0.655712,9.56382,-0.460488
REVERSE.STOPPED.STEERING,83,9.5573,-0.432518,-0.0673518,-0.111056,0.65355,9.43091,-0.466242
REVERSE.STOPPED.STEERING,84,9.42943,-0.43746,-0.0681801,-0.112853,0.651261,9.30112,-0.471993
REVERSE.STOPPED.STEERING,85,9.30456,-0.442428,-0.0690072,-0.114651,0.648841,9.17432,-0.477741
REVERSE.STOPPED.STEERING,86,9.18257,-0.447426,-0.0698362,-0.116449,0.646279,9.0504,-0.483486
REVERSE.STOPPED.STEERING,87,9.06335,-0.45246,-0.0706696,-0.118246,0.643559,8.92926,-0.489228
REVERSE.STOPPED.STEERING,88,8.94681,-0.457533,-0.0715096,-0.120041,0.640681,8.81078,-0.494969
REVERSE.STOPPED.STEERING,89,8.83282,-0.46265,-0.0723578,-0.121836,0.637645,8.69486,-0.500708
REVERSE.STOPPED.STEERING,90,8.7213,-0.467811,-0.0732152,-0.123631,0.634455,8.58139,-0.506446
REVERSE.STOPPED.STEERING,91,8.61215,-0.473018,-0.0740825,-0.125426,0.631117,8.47029,-0.512184
REVERSE.STOPPED.STEERING,92,8.50529,-0.47827,-0.0749598,-0.12722,0.627631,8.36147,-0.517921
REVERSE.STOPPED.STEERING,93,8.40063,-0.483565,-0.0758464,-0.129016,0.624011,8.25484,-0.523659
REVERSE.STOPPED.STEERING,94,8.29809,-0.4889,-0.0767414,-0.130811,0.620253,8.15033,-0.529397
REVERSE.STOPPED.STEERING,95,8.1976,-0.494272,-0.0776434,-0.132609,0.616382,8.04787,-0.535136
REVERSE.STOPPED.STEERING,96,8.09909,-0.499676,-0.0785509,-0.134411,0.612407,7.94737,-0.540877
REVERSE.STOPPED.STEERING,97,8.00249,-0.505107,-0.0794623,-0.136216,0.608338,7.84878,-0.54662
REVERSE.STOPPED.STEERING,98,7.90773,-0.510558,-0.0803753,-0.138026,0.604191,7.75203,-0.552364
REVERSE.STOPPED.STEERING,99,7.81476,-0.516024,-0.0812883,-0.139841,0.599979,7.65706,-0.558111
REVERSE.STOPPED.STEERING,100,7.72352,-0.521497,-0.0821993,-0.141664,0.595719,7.56383,-0.563861
REVERSE.STOPPED.STEERING,101,7.63396,-0.52697,-0.0831068,-0.143493,0.591422,7.47227,-0.569613
REVERSE.STOPPED.STEERING,102,7.54602,-0.532437,-0.0840085,-0.145331,0.587099,7.38234,-0.575367
REVERSE.STOPPED.STEERING,103,7.45966,-0.537891,-0.0849038,-0.147179,0.58277,7.29399,-0.581124
REVERSE.STOPPED.STEERING,104,7.37485,-0.543326,-0.0857912,-0.149037,0.578443,7.20718,-0.586883
REVERSE.STOPPED.STEERING,105,7.29152,-0.548736,-0.0866701,-0.150907,0.574131,7.12186,-0.592645
REVERSE.STOPPED.STEERING,106,7.20964,-0.554116,-0.0875397,-0.152788,0.569846,7.038,-0.598408
REVERSE.STOPPED.STEERING,107,7.12918,-0.559463,-0.0884001,-0.154683,0.565594,6.95554,-0.604174
REVERSE.STOPPED.STEERING,108,7.0501,-0.564771,-0.0892515,-0.15659,0.561381,6.87447,-0.609941
REVERSE.STOPPED.STEERING,109,6.97236,-0.570038,-0.0900948,-0.158512,0.557214,6.79474,-0.61571
REVERSE.STOPPED.STEERING,110,6.89594,-0.575263,-0.0909306,-0.160447,0.553097,6.71632,-0.621479
REVERSE.STOPPED.STEERING,111,6.8208,-0.580443,-0.0917598,-0.162396,0.54903,6.63918,-0.627249
REVERSE.STOPPED.STEERING,112,6.7469,-0.585579,-0.0925838,-0.16436,0.545015,6.56328,-0.633019
REVERSE.STOPPED.STEERING,113,6.67423,-0.590672,-0.0934039,-0.166339,0.541051,6.48859,-0.638789
REVERSE.STOPPED.STEERING,114,6.60275,-0.595722,-0.0942217,-0.168332,0.537135,6.41509,-0.644559
REVERSE.STOPPED.STEERING,115,6.53243,-0.600731,-0.0950388,-0.170338,0.533259,6.34275,-0.650327
REVERSE.STOPPED.STEERING,116,6.46326,-0.605702,-0.0958568,-0.172357,0.529418,6.27154,-0.656093
REVERSE.STOPPED.STEERING,117,6.3952,-0.610637,-0.0966771,-0.174389,0.525606,6.20143,-0.661858
REVERSE.STOPPED.STEERING,118,6.32823,-0.615541,-0.097501,-0.176434,0.521818,6.13239,-0.66762
REVERSE.STOPPED.STEERING,119,6.26232,-0.620418,-0.0983292,-0.178491,0.518049,6.06441,-0.67338
REVERSE.STOPPED.STEERING,120,6.19746,-0.625273,-0.0991628,-0.18056,0.514295,5.99746,-0.679136
REVERSE.STOPPED.STEERING,121,6.13362,-0.63011,-0.100002,-0.182642,0.510552,5.93152,-0.684889
REVERSE.STOPPED.STEERING,122,6.0708,-0.634936,-0.100849,-0.184737,0.506816,5.86657,-0.690636
REVERSE.STOPPED.STEERING,123,6.00897,-0.639754,-0.101702,-0.186845,0.503084,5.8026,-0.696377
REVERSE.STOPPED.STEERING,124,5.94813,-0.64457,-0.102562,-0.188964,0.49935,5.73961,-0.702108
REVERSE.STOPPED.STEERING,125,5.8883,-0.649388,-0.103431,-0.191093,0.4956,5.67761,-0.707828
REVERSE.STOPPED.STEERING,126,5.8295,-0.654212,-0.104309,-0.193229,0.491828,5.61662,-0.71353
REVERSE.STOPPED.STEERING,127,5.77177,-0.659047,-0.105195,-0.19537,0.488029,5.5567,-0.719208
REVERSE.STOPPED.STEERING,128,5.71519,-0.663898,-0.10609,-0.197512,0.4842,5.49791,-0.724852
REVERSE.STOPPED.STEERING,129,5.65988,-0.668774,-0.106994,-0.199652,0.480342,5.44038,-0.730444
REVERSE.STOPPED.STEERING,130,5.60602,-0.673684,-0.107906,-0.201783,0.476454,5.3843,-0.735963
REVERSE.STOPPED.STEERING,131,5.55387,-0.67864,-0.108825,-0.203896,0.472539,5.32993,-0.741377
REVERSE.STOPPED.STEERING,132,5.50381,-0.683658,-0.10975,-0.205978,0.468605,5.27765,-0.74664
REVERSE.STOPPED.STEERING,133,5.45632,-0.688759,-0.11068,-0.208015,0.464664,5.22794,-0.751695
REVERSE.STOPPED.STEERING,134,5.41198,-0.693968,-0.111612,-0.209985,0.460732,5.1814,-0.756468
REVERSE.STOPPED.STEERING,135,5.37144,-0.699311,-0.112541,-0.211868,0.456831,5.13871,-0.760877
REVERSE.STOPPED.STEERING,136,5.33535,-0.704811,-0.113458,-0.213641,0.452992,5.1005,-0.76484
REVERSE.STOPPED.STEERING,137,5.3042,-0.710486,-0.114348,-0.215288,0.449247,5.0673,-0.768291
REVERSE.STOPPED.STEERING,138,5.27821,-0.716334,-0.11519,-0.216798,0.445639,5.03934,-0.77119
REVERSE.STOPPED.STEERING,139,5.25729,-0.722342,-0.115953,-0.218177,0.442211,5.01658,-0.773537
REVERSE.STOPPED.STEERING,140,5.24063,-0.728454,-0.116531,-0.219463,0.439077,4.99826,-0.775416
REVERSE.STOPPED.STEERING,141,5.22669,-0.73449,-0.116817,-0.220714,0.436385,4.98293,-0.776993
REVERSE.STOPPED.STEERING,142,5.21552,-0.74042,-0.116753,-0.221945,0.434267,4.97068,-0.778262
REVERSE.STOPPED.STEERING,143,5.20661,-0.746214,-0.116311,-0.223162,0.432676,4.96104,-0.779276
REVERSE.STOPPED.STEERING,144,5.19992,-0.751856,-0.115498,-0.22438,0.431719,4.95393,-0.780039
REVERSE.MOVING.DESTEERING,1,5.19505,2.22E-16,5.55E-17,3.58E-05,0.431289,4.94894,-0.780595
REVERSE.MOVING.DESTEERING,2,5.1921,-0.00553411,0.000185913,-0.00118218,0.431426,4.94609,-0.780932
REVERSE.MOVING.DESTEERING,3,5.22005,-0.0121405,5.13E-05,-0.00145917,0.432647,4.97435,-0.777747
REVERSE.MOVING.DESTEERING,4,5.25969,-0.0191076,0.000225794,-0.0014478,0.434757,5.01471,-0.773268
REVERSE.MOVING.DESTEERING,5,5.30473,-0.0260131,0.000930435,-0.00137979,0.437963,5.06092,-0.768233
REVERSE.MOVING.DESTEERING,6,5.35271,-0.032736,0.0021623,-0.00133048,0.442214,5.11045,-0.76293
REVERSE.MOVING.DESTEERING,7,5.40255,-0.0392474,0.00385979,-0.00131528,0.447363,5.16217,-0.757489
REVERSE.MOVING.DESTEERING,8,5.45423,-0.0455625,0.0059018,-0.0013259,0.453324,5.21594,-0.751918
REVERSE.MOVING.DESTEERING,9,5.50725,-0.0517013,0.00820774,-0.00137652,0.460023,5.27118,-0.746277
REVERSE.MOVING.DESTEERING,10,5.56132,-0.057677,0.0107098,-0.00147286,0.467404,5.32753,-0.7406
REVERSE.MOVING.DESTEERING,11,5.61627,-0.0635047,0.0133289,-0.00160943,0.475375,5.38476,-0.734907
REVERSE.MOVING.DESTEERING,12,5.67204,-0.069219,0.0159932,-0.00178184,0.483853,5.44275,-0.729208
REVERSE.MOVING.DESTEERING,13,5.72893,-0.0748651,0.018615,-0.00196798,0.492725,5.50175,-0.723474
REVERSE.MOVING.DESTEERING,14,5.78686,-0.0804923,0.0210917,-0.00214595,0.501788,5.56162,-0.717716
REVERSE.MOVING.DESTEERING,15,5.84575,-0.0861142,0.0233792,-0.00231907,0.511015,5.62223,-0.711946
REVERSE.MOVING.DESTEERING,16,5.90535,-0.0917432,0.0254546,-0.00249355,0.520373,5.68331,-0.70619
REVERSE.MOVING.DESTEERING,17,5.96583,-0.0974092,0.0272614,-0.00264219,0.529701,5.74503,-0.700433
REVERSE.MOVING.DESTEERING,18,6.02713,-0.10314,0.0287732,-0.00277651,0.539028,5.8073,-0.694682
REVERSE.MOVING.DESTEERING,19,6.08928,-0.10858,0.0298016,-0.00280438,0.548129,5.87001,-0.688936
REVERSE.MOVING.DESTEERING,20,6.15245,-0.113757,0.0303415,-0.00271605,0.556936,5.93335,-0.683183
REVERSE.MOVING.DESTEERING,21,6.21664,-0.118678,0.0304038,-0.00252037,0.565484,5.99733,-0.677425
REVERSE.MOVING.DESTEERING,22,6.28188,-0.123348,0.030007,-0.00222857,0.573824,6.06197,-0.671662
REVERSE.MOVING.DESTEERING,23,6.34844,-0.127842,0.0291802,-0.00186645,0.582093,6.12755,-0.665872
REVERSE.MOVING.DESTEERING,24,6.41632,-0.132456,0.0281403,-0.00145423,0.590131,6.19432,-0.660059
REVERSE.MOVING.DESTEERING,25,6.48513,-0.137193,0.0269853,-0.00104332,0.598195,6.26192,-0.65426
REVERSE.MOVING.DESTEERING,26,6.55494,-0.142065,0.0257694,-0.000645305,0.606368,6.33044,-0.64847
REVERSE.MOVING.DESTEERING,27,6.62577,-0.147085,0.0245462,-0.000269748,0.614721,6.39997,-0.64269
REVERSE.MOVING.DESTEERING,28,6.69769,-0.152258,0.0233673,7.53E-05,0.623323,6.47059,-0.636916
REVERSE.MOVING.DESTEERING,29,6.7707,-0.15759,0.0222791,0.000383688,0.632226,6.54236,-0.63115
REVERSE.MOVING.DESTEERING,30,6.84489,-0.163088,0.0213133,0.000656158,0.641448,6.61538,-0.625388
REVERSE.MOVING.DESTEERING,31,6.92052,-0.168759,0.0204931,0.000896566,0.651025,6.68994,-0.619613
REVERSE.MOVING.DESTEERING,32,6.99777,-0.174608,0.0198235,0.00111805,0.660909,6.76625,-0.613813
REVERSE.MOVING.DESTEERING,33,7.07647,-0.180622,0.0193326,0.00131342,0.671131,6.84414,-0.608007
REVERSE.MOVING.DESTEERING,34,7.15644,-0.186787,0.0190386,0.00147991,0.681695,6.92346,-0.602209
REVERSE.MOVING.DESTEERING,35,7.23776,-0.193097,0.0189411,0.00162618,0.692569,7.00431,-0.596417
REVERSE.MOVING.DESTEERING,36,7.3207,-0.199541,0.0190331,0.00175845,0.703779,7.08692,-0.590615
REVERSE.MOVING.DESTEERING,37,7.4048,-0.206097,0.0193267,0.00186763,0.715319,7.17086,-0.584837
REVERSE.MOVING.DESTEERING,38,7.48999,-0.212755,0.0198095,0.00196015,0.727138,7.25604,-0.57909
REVERSE.MOVING.DESTEERING,39,7.57681,-0.219509,0.0204554,0.00204291,0.739308,7.34298,-0.57334
REVERSE.MOVING.DESTEERING,40,7.66522,-0.226356,0.0212322,0.00212753,0.751735,7.43162,-0.567592
REVERSE.MOVING.DESTEERING,41,7.75537,-0.233292,0.0221046,0.00222286,0.764378,7.52208,-0.561841
REVERSE.MOVING.DESTEERING,42,7.84731,-0.240241,0.0230031,0.00234658,0.777176,7.61439,-0.556087
REVERSE.MOVING.DESTEERING,43,7.94111,-0.247179,0.0238856,0.00250748,0.790081,7.70855,-0.550328
REVERSE.MOVING.DESTEERING,44,8.03684,-0.254109,0.0247267,0.00270995,0.803057,7.80463,-0.544564
REVERSE.MOVING.DESTEERING,45,8.13456,-0.261042,0.025508,0.00295659,0.816069,7.90269,-0.538797
REVERSE.MOVING.DESTEERING,46,8.23433,-0.267988,0.0262152,0.0032487,0.829097,8.00277,-0.533025
REVERSE.MOVING.DESTEERING,47,8.33621,-0.274959,0.0268397,0.00358614,0.842125,8.10493,-0.52725
REVERSE.MOVING.DESTEERING,48,8.44027,-0.28197,0.0273782,0.00396751,0.855149,8.20922,-0.521471
REVERSE.MOVING.DESTEERING,49,8.54655,-0.289036,0.0278321,0.00439036,0.868174,8.31573,-0.515691
REVERSE.MOVING.DESTEERING,50,8.65514,-0.296172,0.028207,0.00485146,0.881213,8.42451,-0.509909
REVERSE.MOVING.DESTEERING,51,8.7661,-0.303391,0.0285117,0.00534698,0.894287,8.53563,-0.504126
REVERSE.MOVING.DESTEERING,52,8.87946,-0.310705,0.0287566,0.00586679,0.907468,8.64914,-0.498345
REVERSE.MOVING.DESTEERING,53,8.99527,-0.318122,0.0289508,0.00640062,0.920838,8.76507,-0.492566
REVERSE.MOVING.DESTEERING,54,9.11367,-0.325644,0.0291065,0.00694791,0.934423,8.88355,-0.486789
REVERSE.MOVING.DESTEERING,55,9.23475,-0.333272,0.0292378,0.00750787,0.948246,9.00471,-0.481012
REVERSE.MOVING.DESTEERING,56,9.35863,-0.341004,0.0293588,0.00807918,0.962332,9.12866,-0.475235
REVERSE.MOVING.DESTEERING,57,9.48539,-0.348839,0.0294834,0.00866023,0.976712,9.2555,-0.469459
REVERSE.MOVING.DESTEERING,58,9.61513,-0.356775,0.0296248,0.00924937,0.99142,9.38534,-0.463684
REVERSE.MOVING.DESTEERING,59,9.74799,-0.364791,0.0297873,0.00984831,1.00648,9.5183,-0.457909
REVERSE.MOVING.DESTEERING,60,9.88408,-0.372874,0.0299778,0.0104567,1.02192,9.65451,-0.452135
REVERSE.MOVING.DESTEERING,61,10.0235,-0.381012,0.030202,0.0110743,1.03777,9.7941,-0.446361
REVERSE.MOVING.DESTEERING,62,10.1664,-0.389191,0.0304637,0.0117011,1.05407,9.93718,-0.440588
REVERSE.MOVING.DESTEERING,63,10.313,-0.397396,0.0307653,0.0123371,1.07084,10.0839,-0.434816
REVERSE.MOVING.DESTEERING,64,10.4633,-0.405615,0.0311072,0.0129824,1.08813,10.2344,-0.429044
REVERSE.MOVING.DESTEERING,65,10.6175,-0.413835,0.0314891,0.0136371,1.10596,10.3888,-0.423273
REVERSE.MOVING.DESTEERING,66,10.7758,-0.422044,0.0319091,0.0143013,1.12436,10.5473,-0.417502
REVERSE.MOVING.DESTEERING,67,10.9384,-0.430233,0.0323646,0.0149754,1.14337,10.7101,-0.411731
REVERSE.MOVING.DESTEERING,68,11.1054,-0.438392,0.0328523,0.0156593,1.16301,10.8773,-0.405961
REVERSE.MOVING.DESTEERING,69,11.2771,-0.446515,0.0333682,0.0163532,1.18332,11.0492,-0.400191
REVERSE.MOVING.DESTEERING,70,11.4535,-0.454595,0.0339081,0.0170573,1.20432,11.2258,-0.394421
REVERSE.MOVING.DESTEERING,71,11.6351,-0.46263,0.0344675,0.0177713,1.22607,11.4075,-0.388652
REVERSE.MOVING.DESTEERING,72,11.8219,-0.470615,0.0350421,0.0184953,1.24857,11.5944,-0.382883
REVERSE.MOVING.DESTEERING,73,12.0143,-0.478549,0.0356278,0.0192295,1.27187,11.7868,-0.377114
REVERSE.MOVING.DESTEERING,74,12.2124,-0.486434,0.0362205,0.0199731,1.296,11.9849,-0.371346
REVERSE.MOVING.DESTEERING,75,12.4165,-0.49427,0.0368171,0.0207264,1.321,12.189,-0.365579
REVERSE.MOVING.DESTEERING,76,12.627,-0.50206,0.0374144,0.0214884,1.34692,12.3994,-0.359812
REVERSE.MOVING.DESTEERING,77,12.8442,-0.509809,0.0380102,0.0222603,1.37378,12.6163,-0.354046
REVERSE.MOVING.DESTEERING,78,13.0682,-0.51752,0.0386015,0.023038,1.40166,12.8401,-0.348282
REVERSE.MOVING.DESTEERING,79,13.2996,-0.525199,0.0391881,0.0238251,1.43057,13.0711,-0.342518
REVERSE.MOVING.DESTEERING,80,13.5387,-0.532853,0.0397689,0.0246196,1.46058,13.3098,-0.336755
REVERSE.MOVING.DESTEERING,81,13.7858,-0.540488,0.0403426,0.0254196,1.49176,13.5564,-0.330994
REVERSE.MOVING.DESTEERING,82,14.0414,-0.548113,0.0409098,0.0262262,1.52414,13.8114,-0.325234
REVERSE.MOVING.DESTEERING,83,14.3059,-0.555734,0.0414691,0.0270352,1.55785,14.0752,-0.319476
REVERSE.MOVING.DESTEERING,84,14.5799,-0.563358,0.0420223,0.0278509,1.59289,14.3484,-0.313719
REVERSE.MOVING.DESTEERING,85,14.8638,-0.570993,0.0425679,0.0286678,1.62939,14.6313,-0.307965
REVERSE.MOVING.DESTEERING,86,15.1582,-0.578646,0.0431077,0.0294901,1.6674,14.9248,-0.302211
REVERSE.MOVING.DESTEERING,87,15.4637,-0.586322,0.0436409,0.0303145,1.70703,15.2291,-0.296459
REVERSE.MOVING.DESTEERING,88,15.781,-0.594028,0.0441668,0.0311393,1.74839,15.5452,-0.290709
REVERSE.MOVING.DESTEERING,89,16.1108,-0.601768,0.0446862,0.0319683,1.79155,15.8736,-0.28496
REVERSE.MOVING.DESTEERING,90,16.4539,-0.609542,0.0451956,0.0327974,1.83668,16.2151,-0.279212
REVERSE.MOVING.DESTEERING,91,16.8112,-0.61735,0.0456951,0.0336316,1.88384,16.5707,-0.273463
REVERSE.MOVING.DESTEERING,92,17.1835,-0.625189,0.0461816,0.034466,1.93323,16.9411,-0.267716
REVERSE.MOVING.DESTEERING,93,17.572,-0.633061,0.0466558,0.0353053,1.98495,17.3275,-0.261967
REVERSE.MOVING.DESTEERING,94,17.9776,-0.640963,0.0471163,0.0361475,2.03917,17.7309,-0.256219
REVERSE.MOVING.DESTEERING,95,18.4016,-0.648893,0.0475625,0.0369913,2.0961,18.1524,-0.250471
REVERSE.MOVING.DESTEERING,96,18.8453,-0.656851,0.0479958,0.0378395,2.1559,18.5934,-0.244722
REVERSE.MOVING.DESTEERING,97,19.31,-0.664833,0.0484161,0.0386903,2.21879,19.0553,-0.238973
REVERSE.MOVING.DESTEERING,98,19.7975,-0.672838,0.0488245,0.0395441,2.28502,19.5395,-0.233224
REVERSE.MOVING.DESTEERING,99,20.3093,-0.680864,0.0492226,0.0404016,2.35483,20.048,-0.227474
REVERSE.MOVING.DESTEERING,100,20.8474,-0.688909,0.0496111,0.0412611,2.42852,20.5823,-0.221724
REVERSE.MOVING.DESTEERING,101,21.414,-0.696972,0.0499913,0.0421217,2.50645,21.1448,-0.215973
REVERSE.MOVING.DESTEERING,102,22.0114,-0.70505,0.0503666,0.0429879,2.58888,21.7378,-0.21022
REVERSE.MOVING.DESTEERING,103,22.6423,-0.713142,0.050738,0.0438574,2.67625,22.364,-0.204466
REVERSE.MOVING.DESTEERING,104,23.3094,-0.721247,0.0511072,0.0447312,2.76895,23.026,-0.198711
REVERSE.MOVING.DESTEERING,105,24.0163,-0.729362,0.0514763,0.0456096,2.86749,23.7273,-0.192955
REVERSE.MOVING.DESTEERING,106,24.7668,-0.737472,0.0518403,0.0464928,2.97246,24.4718,-0.187194
REVERSE.MOVING.DESTEERING,107,25.5652,-0.745571,0.0522019,0.0473854,3.08439,25.2636,-0.181429
REVERSE.MOVING.DESTEERING,108,26.4163,-0.753654,0.0525618,0.0482859,3.20401,26.1076,-0.17566
REVERSE.MOVING.DESTEERING,109,27.3248,-0.761718,0.0529223,0.0491946,3.33198,27.0083,-0.169891
REVERSE.MOVING.DESTEERING,110,28.298,-0.769762,0.0532845,0.0501107,3.46944,27.9732,-0.164114
REVERSE.MOVING.DESTEERING,111,29.3411,-0.777785,0.0536588,0.051033,3.61711,29.0071,-0.158342
REVERSE.MOVING.DESTEERING,112,30.4644,-0.785785,0.0540281,0.0519742,3.77617,30.1204,-0.152561
REVERSE.MOVING.DESTEERING,113,31.6751,-0.793758,0.0544078,0.0529197,3.94806,31.3203,-0.146783
REVERSE.MOVING.DESTEERING,114,32.985,-0.801706,0.0548028,0.0538726,4.13441,32.6182,-0.141004
REVERSE.MOVING.DESTEERING,115,34.4066,-0.809629,0.0552114,0.0548337,4.33704,34.0267,-0.135223
REVERSE.MOVING.DESTEERING,116,35.9556,-0.817533,0.055629,0.0558108,4.55793,35.5613,-0.129439
REVERSE.MOVING.DESTEERING,117,37.6483,-0.82542,0.0560666,0.0567948,4.79972,37.2381,-0.123657
REVERSE.MOVING.DESTEERING,118,39.507,-0.833293,0.0565149,0.0577911,5.06545,39.0791,-0.117874
REVERSE.MOVING.DESTEERING,119,41.5563,-0.841155,0.056983,0.0587956,5.35884,41.1088,-0.112092
REVERSE.MOVING.DESTEERING,120,43.8283,-0.849013,0.0574628,0.0598138,5.68431,43.3589,-0.10631
REVERSE.MOVING.DESTEERING,121,46.3587,-0.856869,0.0579603,0.0608385,6.04729,45.8647,-0.100532
REVERSE.MOVING.DESTEERING,122,49.1966,-0.864725,0.058461,0.0618812,6.45434,48.6748,-0.0947553
REVERSE.MOVING.DESTEERING,123,52.3995,-0.872579,0.0589732,0.0629278,6.91444,51.846,-0.0889831
REVERSE.MOVING.DESTEERING,124,56.0417,-0.880433,0.0594881,0.0639874,7.43784,55.4519,-0.0832174
REVERSE.MOVING.DESTEERING,125,60.2186,-0.888284,0.0600027,0.065058,8.0384,59.587,-0.0774602
REVERSE.MOVING.DESTEERING,126,65.0527,-0.89613,0.0605023,0.066144,8.73341,64.3724,-0.0717169
REVERSE.MOVING.DESTEERING,127,70.6977,-0.903973,0.0610032,0.0672295,9.54594,69.9602,-0.0660014
